Date,TLT Adj Close,VTI Adj Close,VTV Adj Close,VBR Adj Close,AGG Adj Close
2004-01-30,47.75101089477539,38.47392654418945,30.006315231323242,33.38922119140625,57.11513137817383
2004-02-02,47.65077590942383,38.54438018798828,30.103801727294922,33.396018981933594,57.13080596923828
2004-02-03,47.89316177368164,38.5338134765625,30.09769630432129,33.55888366699219,57.28706359863281
2004-02-04,47.799503326416016,38.17457962036133,29.96976089477539,32.846317291259766,57.29266357421875
2004-02-05,47.61224365234375,38.329524993896484,29.96976089477539,32.95489501953125,57.13080596923828
2004-02-06,48.1354866027832,38.82261276245117,30.268299102783203,33.796409606933594,57.36516571044922
2004-02-09,48.278751373291016,38.77330017089844,30.256113052368164,33.877845764160156,57.404319763183594
2004-02-10,48.00883865356445,39.01983642578125,30.317047119140625,34.06787109375,57.28151321411133
2004-02-11,48.366905212402344,39.34384536743164,30.822736740112305,34.427547454833984,57.50477600097656
2004-02-12,48.16306686401367,39.23820495605469,30.70088005065918,34.30539321899414,57.51036834716797
2004-02-13,48.366905212402344,39.03744888305664,30.579038619995117,34.06787109375,57.76715087890625
2004-02-17,48.333858489990234,39.44600296020508,30.804460525512695,34.44112014770508,57.6275634765625
2004-02-18,48.39994812011719,39.26988983154297,30.676504135131836,34.30539321899414,57.58293533325195
2004-02-19,48.44953536987305,39.05507278442383,30.78615951538086,33.9321403503418,57.644290924072266
2004-02-20,48.113521575927734,38.93531799316406,30.548568725585938,34.033935546875,57.4656867980957
2004-02-23,48.41098403930664,38.67469787597656,30.524187088012695,33.63353729248047,57.62200927734375
2004-02-24,48.49910354614258,38.692291259765625,30.341419219970703,33.64032745361328,57.57179260253906
2004-02-25,48.57625198364258,38.900089263916016,30.572925567626953,33.86427688598633,57.7056999206543
2004-02-26,48.42201232910156,38.9564323425293,30.609485626220703,34.054298400878906,57.610809326171875
2004-02-27,48.840660095214844,39.012779235839844,30.78615951538086,34.339332580566406,57.76715087890625
2004-03-01,48.82182312011719,39.39316940307617,31.035974502563477,34.78723907470703,57.79286575317383
2004-03-02,48.512115478515625,39.2487678527832,30.90192222595215,34.705780029296875,57.591400146484375
2004-03-03,48.423614501953125,39.26988983154297,30.90192222595215,34.62434768676758,57.5298957824707
2004-03-04,48.639312744140625,39.44600296020508,30.96897315979004,34.91617965698242,57.66977310180664
2004-03-05,49.5795783996582,39.569271087646484,31.163904190063477,35.146915435791016,58.094993591308594
2004-03-08,49.87275695800781,39.20650100708008,31.011606216430664,34.94330978393555,58.29084014892578
2004-03-09,50.20459747314453,39.00222396850586,30.773996353149414,34.61078643798828,58.374752044677734
2004-03-10,50.17138671875,38.30487823486328,30.298763275146484,34.074642181396484,58.30766677856445
2004-03-11,50.243324279785156,37.81532287597656,29.817447662353516,33.674251556396484,58.436279296875
2004-03-12,49.933597564697266,38.35066223144531,30.012414932250977,34.19681167602539,58.257232666015625
2004-03-15,50.016597747802734,37.76953887939453,29.71996307373047,33.76247787475586,58.2684326171875
2004-03-16,50.43135070800781,37.977317810058594,29.817447662353516,33.497802734375,58.4083137512207
2004-03-17,50.348392486572266,38.38588333129883,30.27437973022461,34.24431610107422,58.380332946777344
2004-03-18,50.082916259765625,38.340087890625,30.195188522338867,34.04750061035156,58.32438659667969
2004-03-19,50.016597747802734,37.89633560180664,29.97585105895996,33.92535400390625,58.26287078857422
2004-03-22,50.32075500488281,37.413822174072266,29.494524002075195,33.51816177368164,58.4139518737793
2004-03-23,50.409263610839844,37.37157440185547,29.52499771118164,33.69462585449219,58.41954803466797
2004-03-24,50.38161849975586,37.33280944824219,29.24472999572754,33.32815170288086,58.453102111816406
2004-03-25,50.18802261352539,37.861106872558594,29.646862030029297,33.8507080078125,58.41954803466797
2004-03-26,49.65707778930664,37.95268630981445,29.793079376220703,33.95927810668945,58.218143463134766
2004-03-29,49.325157165527344,38.33076858520508,30.044248580932617,34.346107482910156,58.1118049621582
2004-03-30,49.291988372802734,38.54276657104492,30.246421813964844,34.753292083740234,57.882408142089844
2004-03-31,49.529823303222656,38.613433837890625,30.264806747436523,34.8890266418457,58.16218185424805
2004-04-01,49.367671966552734,38.81131362915039,30.448604583740234,35.05189514160156,58.19020462036133
2004-04-02,48.1461296081543,39.16465759277344,30.448604583740234,35.48623275756836,57.657318115234375
2004-04-05,47.76856231689453,39.42259216308594,30.656909942626953,35.1197509765625,57.303958892822266
2004-04-06,48.029537200927734,39.316593170166016,30.712045669555664,35.01797103881836,57.466575622558594
2004-04-07,47.91847229003906,39.1540641784668,30.558887481689453,35.167259216308594,57.326412200927734
2004-04-08,47.7796630859375,39.097511291503906,30.49148941040039,34.89580154418945,57.36001968383789
2004-04-12,47.6075325012207,39.22119140625,30.60177230834961,34.53612518310547,57.343177795410156
2004-04-13,47.09114074707031,38.69471740722656,30.185163497924805,33.9321403503418,57.242218017578125
2004-04-14,47.05228805541992,38.5674934387207,29.909469604492188,33.50458526611328,57.073936462402344
2004-04-15,46.77465057373047,38.585166931152344,30.087148666381836,33.72854995727539,56.98979949951172
2004-04-16,46.952301025390625,38.76890182495117,30.246421813964844,34.176448822021484,57.1468620300293
2004-04-19,46.85240936279297,38.81484603881836,30.21579933166504,34.16288375854492,57.073936462402344
2004-04-20,46.42486572265625,38.19649124145508,30.30156135559082,33.62675094604492,56.888858795166016
2004-04-21,46.6524772644043,38.44383239746094,30.019744873046875,33.837127685546875,56.75423049926758
2004-04-22,46.93010330200195,39.055118560791016,30.466978073120117,34.4343376159668,56.961795806884766
2004-04-23,46.663597106933594,39.05156707763672,30.356700897216797,34.325748443603516,56.84956359863281
2004-04-26,46.74131774902344,38.88551712036133,30.22805404663086,34.30539321899414,56.83277130126953
2004-04-27,46.919036865234375,38.97385025024414,30.375102996826172,34.29181671142578,56.97298812866211
2004-04-28,46.480384826660156,38.42615509033203,30.007497787475586,33.674251556396484,56.70932388305664
2004-04-29,46.25273895263672,38.062232971191406,29.65827751159668,33.07026672363281,56.54665756225586
2004-04-30,46.44144821166992,37.754825592041016,29.75019645690918,32.91417694091797,56.52983474731445
2004-05-03,46.50003433227539,38.157615661621094,29.95848846435547,33.1652717590332,56.4455451965332
2004-05-04,46.182281494140625,38.19649124145508,30.068758010864258,33.68782043457031,56.54670333862305
2004-05-05,46.054100036621094,38.35550308227539,30.10552215576172,33.42314910888672,56.4736328125
2004-05-06,45.931488037109375,37.977413177490234,29.835948944091797,33.09740447998047,56.299259185791016
